age,income,education,married,children,purchase_amount,labels,gender_Female,gender_Male,occupation_Artist,occupation_Businessman,occupation_Doctor,occupation_Engineer,occupation_HR,occupation_Housewife,occupation_Lawyer,occupation_Retired,occupation_Salesman,occupation_Scientist,occupation_Unemployed,most_bought_ball,most_bought_bat,most_bought_bed,most_bought_biscuits,most_bought_carpet,most_bought_chair,most_bought_chips,most_bought_cream,most_bought_curtains,most_bought_dictionary,most_bought_encyclopedia,most_bought_gloves,most_bought_laptop,most_bought_lipstick,most_bought_maggi,most_bought_mobile,most_bought_monitor,most_bought_novel,most_bought_pants,most_bought_perfume,most_bought_shirt,most_bought_shoes,most_bought_sofa,most_bought_table
0.9565217391304348,0.5153676148337327,0.3333333333333333,0,0.0,0.6502517929697316,sports clothing home,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.15217391304347827,0.4354866158961829,0.6666666666666666,0,0.3333333333333333,0.5926893055592536,beauty sports,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.4912269692288624,0.0,1,1.0,0.49495124767175713,books electronics food,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.10869565217391308,0.4461750432464893,0.6666666666666666,1,0.6666666666666666,0.5620465959096282,electronics books,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6521739130434783,0.6212168370165148,1.0,1,0.3333333333333333,0.6403830658319826,furniture food sports,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8478260869565217,0.42344774309908,0.6666666666666666,0,1.0,0.3679154177932611,clothing furniture food books,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6956521739130435,0.4059356668003062,0.6666666666666666,0,0.0,0.47195319729125296,food home,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15217391304347827,0.663328458420039,0.3333333333333333,1,0.0,0.7093452410036272,home food beauty,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.7170609188749855,0.6666666666666666,0,0.0,0.6533810251597497,sports electronics furniture books,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.19565217391304346,0.6926727612392132,1.0,0,0.6666666666666666,0.3902250231300537,beauty clothing home,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6956521739130435,0.3282699787924939,0.0,1,0.6666666666666666,0.3935390506676911,books clothing sports beauty,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28260869565217395,0.6100789140864131,0.3333333333333333,0,0.0,0.662053219810239,electronics furniture food,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8478260869565217,0.7073489297172044,0.0,1,1.0,0.7185336573018908,furniture beauty,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4130434782608696,0.6439839326267356,1.0,0,0.6666666666666666,0.46240229031647895,clothing sports books,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7608695652173914,0.4478646783354017,0.0,1,0.0,0.3276873696056891,food electronics clothing books,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.7395944164280335,1.0,1,0.6666666666666666,0.36747841393991787,home sports books,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.02173913043478265,0.4259405967029711,1.0,1,0.6666666666666666,0.5872365006539729,sports electronics furniture food,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.21739130434782616,0.3628725051440114,0.3333333333333333,1,0.6666666666666666,0.47784684899172847,beauty food home books,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34782608695652173,0.4960838841974908,0.3333333333333333,0,0.3333333333333333,0.594021430660252,books clothing sports,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30434782608695654,0.38052201268884994,0.6666666666666666,1,0.0,0.5093111262247688,electronics clothing home sports,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9130434782608696,0.49329957076344527,0.6666666666666666,0,0.0,0.5447712516214976,furniture clothing,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3913043478260869,0.48706047073067266,0.6666666666666666,0,0.6666666666666666,0.5910224627959979,clothing beauty,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.26086956521739135,0.9240419360855514,0.3333333333333333,1,0.0,0.6462841654349463,food furniture,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.06521739130434784,0.5906435896060527,0.3333333333333333,1,0.0,0.5098055953996236,home electronics clothing books,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08695652173913049,0.3719709544511082,0.3333333333333333,0,0.3333333333333333,0.8158778680472666,sports furniture clothing,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5652173913043479,0.7929491524648558,1.0,1,0.6666666666666666,0.30133302896532854,beauty books,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.7338940256180002,0.6666666666666666,1,0.3333333333333333,0.5259964732823728,books,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6086956521739131,0.6700225842415206,0.6666666666666666,1,0.6666666666666666,0.5513545660980987,electronics beauty books,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6086956521739131,0.6866451530937867,0.6666666666666666,0,0.3333333333333333,0.6593778300528568,furniture electronics books,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02173913043478265,0.38879272279543037,0.6666666666666666,0,0.0,0.5457674606508467,clothing food sports beauty,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4130434782608696,0.4223040184930856,0.3333333333333333,1,0.0,0.4124093322332678,food home sports,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8695652173913044,0.5064953832805286,0.3333333333333333,1,0.3333333333333333,0.7579491055399448,home beauty,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8913043478260869,0.4911736323383287,1.0,0,0.0,0.4381942835521516,sports,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7826086956521738,0.4617828053232708,0.0,0,1.0,0.36806397160404436,beauty furniture clothing home sports,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3695652173913043,0.3198781860695928,0.0,1,0.0,0.5591446394727292,books electronics,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5217391304347826,0.64253323514969,0.0,1,1.0,0.8840222983431032,electronics clothing food books,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.15217391304347827,0.5351842600176226,1.0,0,1.0,0.5875495299542173,furniture electronics clothing sports,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.23913043478260876,0.5275283720193968,0.0,0,1.0,0.4129414578535774,clothing home,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8913043478260869,0.43731591699826206,1.0,0,1.0,0.7152460239746063,food books,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32608695652173914,0.7239500675405681,0.6666666666666666,1,0.6666666666666666,0.6636419730488544,home electronics beauty,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5869565217391305,0.6420388428462016,0.6666666666666666,0,0.0,0.4523540613964355,sports furniture clothing food home beauty books,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.02173913043478265,0.49389771879905703,0.0,0,0.6666666666666666,0.6691221642082407,beauty sports,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13043478260869568,0.39345027489041134,0.0,0,0.0,0.6749509531709861,books home,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5652173913043479,0.3522972680601624,0.6666666666666666,0,0.3333333333333333,0.39213543929499484,electronics furniture,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.26086956521739135,0.5747726286120001,0.0,0,0.6666666666666666,0.2663976794367826,furniture food,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5652173913043479,0.8145563131645286,1.0,0,0.0,0.7584080667304813,clothing,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6086956521739131,0.3024092242936189,0.6666666666666666,0,0.3333333333333333,0.6095163917069504,food furniture beauty,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6086956521739131,0.3245383519870573,0.3333333333333333,0,0.3333333333333333,0.5810223862082684,home electronics furniture beauty books,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4130434782608696,0.37803041405130117,1.0,1,0.0,0.5874769137597218,sports electronics,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26086956521739135,0.5122031369900659,0.6666666666666666,1,1.0,0.432909596009616,beauty books,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.673913043478261,0.6745651124186771,0.6666666666666666,1,0.0,0.5614296119418304,books electronics food home sports,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8913043478260869,0.3740858021039423,0.3333333333333333,0,0.3333333333333333,0.32612482485354977,electronics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8478260869565217,0.6472348197398798,0.0,0,0.0,0.6602121952224175,furniture food home,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9782608695652173,0.29660400719786945,0.3333333333333333,1,0.0,0.4860579862909107,clothing electronics food sports beauty,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6521739130434783,0.6533834286329154,1.0,1,1.0,0.6438074619815978,food furniture books,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8913043478260869,0.0961913041526804,1.0,0,0.0,0.3270186766700909,home electronics furniture books,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21739130434782616,0.2508267830931739,0.3333333333333333,0,0.3333333333333333,0.6614503217447883,sports books,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.7826086956521738,0.3010508982997107,1.0,1,1.0,0.6037112424836014,beauty home,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21739130434782616,0.2752427189766988,0.6666666666666666,0,1.0,0.5754133646362816,books electronics furniture beauty,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17391304347826086,0.8191650033179811,0.0,1,1.0,0.5793797064670636,electronics beauty,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.9130434782608696,0.6902657294987651,0.0,1,1.0,0.47160082182141283,furniture electronics,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8478260869565217,0.2903747709595878,0.3333333333333333,1,0.3333333333333333,0.861262203256266,clothing beauty,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7826086956521738,0.2869977891694894,0.3333333333333333,0,1.0,0.31589294677432633,food books,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4565217391304348,0.41661480981180216,1.0,1,1.0,0.5804906674633062,home,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4565217391304348,0.6991984520351093,0.3333333333333333,0,0.6666666666666666,0.5920262999558323,sports home books,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9347826086956521,0.47690654385842207,0.6666666666666666,1,0.0,0.43383357440561177,beauty electronics home,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.34782608695652173,0.5680290783374551,0.0,1,0.3333333333333333,0.3413858382321754,books,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.28260869565217395,0.4987936294057271,0.6666666666666666,1,0.0,0.5366997704289432,electronics clothing sports,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8913043478260869,0.6451245687966487,0.6666666666666666,1,0.6666666666666666,0.5404130387996748,furniture sports beauty,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.21739130434782616,0.4958483893172348,0.3333333333333333,1,0.3333333333333333,0.41314362370868973,clothing electronics food beauty,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9565217391304348,0.38180888102186755,0.0,0,1.0,0.7334830375515875,food clothing home,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5217391304347826,0.6034801391371238,0.3333333333333333,0,1.0,0.5882519811405271,home books,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8913043478260869,0.2268791891245599,1.0,1,0.0,0.428267731953765,sports,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8478260869565217,0.8763954701256669,0.3333333333333333,0,1.0,0.39075634561270334,beauty furniture sports,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5217391304347826,0.575613806371073,0.3333333333333333,1,1.0,0.28863503550976066,books electronics,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.043478260869565244,0.21445923513524573,0.6666666666666666,0,1.0,0.5436180690966478,electronics furniture clothing books,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23913043478260876,0.7423525022096193,0.0,1,0.0,0.5015479405517322,furniture electronics,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.6613144118469811,0.3333333333333333,0,0.6666666666666666,0.7778879918113575,clothing,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.043478260869565244,0.5716209495550966,0.3333333333333333,0,0.0,0.5724066397228724,food,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0.4039127396258945,0.3333333333333333,0,0.6666666666666666,0.7387167362286097,home electronics food books,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5,0.448896813410466,0.3333333333333333,1,0.3333333333333333,0.5354742296823849,sports,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4347826086956522,0.634043496887041,0.6666666666666666,1,1.0,0.5727534126797615,beauty books,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9782608695652173,0.4365013643205979,0.0,1,0.3333333333333333,0.552166194900756,books furniture food,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8260869565217392,0.2723234775837194,1.0,1,0.3333333333333333,0.5650764096655262,electronics books,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02173913043478265,0.4917117399896292,0.3333333333333333,1,0.3333333333333333,0.6433214016534002,furniture food,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4130434782608696,0.24793353708210547,0.6666666666666666,0,0.3333333333333333,0.3547537663303467,clothing beauty,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7608695652173914,0.5280387785800316,1.0,0,1.0,0.6948086024820722,food electronics sports,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5217391304347826,0.12080150231917158,0.3333333333333333,1,1.0,0.506210828915475,home beauty,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
